ObservationLocation                    ,ObservationCode,ObservationURL,ObservationState
Pratt Municipal (KPTT),KPTT,http://w1.weather.gov/xml/current_obs/display.php?stid=KPTT,KS
"Russell, Russell Municipal Airport (KRSL)",KRSL,http://w1.weather.gov/xml/current_obs/display.php?stid=KRSL,KS
"Salina, Salina Municipal Airport (KSLN)",KSLN,http://w1.weather.gov/xml/current_obs/display.php?stid=KSLN,KS
ST FRANCIS (KSYF),KSYF,http://w1.weather.gov/xml/current_obs/display.php?stid=KSYF,KS
Stanton County Municipal Airport (KJHN),KJHN,http://w1.weather.gov/xml/current_obs/display.php?stid=KJHN,KS
Sublette Municipal Airport (K19S),K19S,http://w1.weather.gov/xml/current_obs/display.php?stid=K19S,KS
"Topeka, Forbes Field (KFOE)",KFOE,http://w1.weather.gov/xml/current_obs/display.php?stid=KFOE,KS
"Topeka, Philip Billard Municipal Airport (KTOP)",KTOP,http://w1.weather.gov/xml/current_obs/display.php?stid=KTOP,KS
Wichita - Wichita Dwight D. Eisenhower National Airport (KICT),KICT,http://w1.weather.gov/xml/current_obs/display.php?stid=KICT,KS
Wichita Jabara Airport (KAAO),KAAO,http://w1.weather.gov/xml/current_obs/display.php?stid=KAAO,KS
"Winfield / Arkansas City, Strother Field (KWLD)",KWLD,http://w1.weather.gov/xml/current_obs/display.php?stid=KWLD,KS
Ashland Regional Airport (KDWU),KDWU,http://w1.weather.gov/xml/current_obs/display.php?stid=KDWU,KY
Big Sandy Regional Airport (KSJS),KSJS,http://w1.weather.gov/xml/current_obs/display.php?stid=KSJS,KY
"Bowling Green, Bowling Green-Warren County Regional Airport (KBWG)",KBWG,http://w1.weather.gov/xml/current_obs/display.php?stid=KBWG,KY
Cincinnati/Northern Kentucky International Airport (KCVG),KCVG,http://w1.weather.gov/xml/current_obs/display.php?stid=KCVG,KY
Clyde A. Thomas Regional Airport (KSYM),KSYM,http://w1.weather.gov/xml/current_obs/display.php?stid=KSYM,KY
Elizabethtown Addington Field Airport (KEKX),KEKX,http://w1.weather.gov/xml/current_obs/display.php?stid=KEKX,KY
Flemingsburg Fleming-Mason Airport (KFGX),KFGX,http://w1.weather.gov/xml/current_obs/display.php?stid=KFGX,KY
Fort Campbell U. S. Army Airfield (KHOP),KHOP,http://w1.weather.gov/xml/current_obs/display.php?stid=KHOP,KY
Fort Knox (KFTK),KFTK,http://w1.weather.gov/xml/current_obs/display.php?stid=KFTK,KY
"Frankfort, Capital City Airport (KFFT)",KFFT,http://w1.weather.gov/xml/current_obs/display.php?stid=KFFT,KY
"Glasgow, Glasgow Municipal Airport (KGLW)",KGLW,http://w1.weather.gov/xml/current_obs/display.php?stid=KGLW,KY
Hancock County Airport-Ron Lewis Field (KKY8),KKY8,http://w1.weather.gov/xml/current_obs/display.php?stid=KKY8,KY
Harlan (KI35),KI35,http://w1.weather.gov/xml/current_obs/display.php?stid=KI35,KY
Henderson City (KEHR),KEHR,http://w1.weather.gov/xml/current_obs/display.php?stid=KEHR,KY
"Jackson, Carroll Airport (KJKL)",KJKL,http://w1.weather.gov/xml/current_obs/display.php?stid=KJKL,KY
Lebanon-Springfield Airport (K6I2),K6I2,http://w1.weather.gov/xml/current_obs/display.php?stid=K6I2,KY
Lexington Blue Grass Airport (KLEX),KLEX,http://w1.weather.gov/xml/current_obs/display.php?stid=KLEX,KY
"London, London-Corbin Airport-Magee Field (KLOZ)",KLOZ,http://w1.weather.gov/xml/current_obs/display.php?stid=KLOZ,KY
"Louisville, Bowman Field Airport (KLOU)",KLOU,http://w1.weather.gov/xml/current_obs/display.php?stid=KLOU,KY
"Louisville, Standiford Field (KSDF)",KSDF,http://w1.weather.gov/xml/current_obs/display.php?stid=KSDF,KY
Madisonville Municipal Airport (K2I0),K2I0,http://w1.weather.gov/xml/current_obs/display.php?stid=K2I0,KY
Marion-crittenden County Airport (K5M9),K5M9,http://w1.weather.gov/xml/current_obs/display.php?stid=K5M9,KY
Mayfield Graves County Airport (KM25),KM25,http://w1.weather.gov/xml/current_obs/display.php?stid=KM25,KY
"Middlesboro, Middlesboro-Bell County Airport (K1A6)",K1A6,http://w1.weather.gov/xml/current_obs/display.php?stid=K1A6,KY
"Monticello, Wayne County Airport (KEKQ)",KEKQ,http://w1.weather.gov/xml/current_obs/display.php?stid=KEKQ,KY
Mount Sterling-Montgomery County Airport (KIOB),KIOB,http://w1.weather.gov/xml/current_obs/display.php?stid=KIOB,KY
Muhlenberg County Airport (KM21),KM21,http://w1.weather.gov/xml/current_obs/display.php?stid=KM21,KY
"Murray Kyle Oakley Field, KY (KCEY)",KCEY,http://w1.weather.gov/xml/current_obs/display.php?stid=KCEY,KY
"Owensboro, Owensboro-Daviess County Airport (KOWB)",KOWB,http://w1.weather.gov/xml/current_obs/display.php?stid=KOWB,KY
"Paducah, Barkley Regional Airport (KPAH)",KPAH,http://w1.weather.gov/xml/current_obs/display.php?stid=KPAH,KY
Pikeville Pike County Airport and Hatcher Field (KPBX),KPBX,http://w1.weather.gov/xml/current_obs/display.php?stid=KPBX,KY
"Somerset, Somerset-Pulaski County - J.T. Wilson Field Airport (KSME)",KSME,http://w1.weather.gov/xml/current_obs/display.php?stid=KSME,KY
Stuart Powell Field Airport (KDVK),KDVK,http://w1.weather.gov/xml/current_obs/display.php?stid=KDVK,KY
Williamsburg-Whitley County Airport (KBYL),KBYL,http://w1.weather.gov/xml/current_obs/display.php?stid=KBYL,KY
Abbeville Chris Crusta Memorial Airport (KIYA),KIYA,http://w1.weather.gov/xml/current_obs/display.php?stid=KIYA,LA
Acadiana Regional Airport (KARA),KARA,http://w1.weather.gov/xml/current_obs/display.php?stid=KARA,LA
Alexandria Esler Regional Airport (KESF),KESF,http://w1.weather.gov/xml/current_obs/display.php?stid=KESF,LA
"Alexandria, Alexandria International Airport (KAEX)",KAEX,http://w1.weather.gov/xml/current_obs/display.php?stid=KAEX,LA
Barksdale Air Force Base (KBAD),KBAD,http://w1.weather.gov/xml/current_obs/display.php?stid=KBAD,LA
"Bastrop, Morehouse Memorial Airport (KBQP)",KBQP,http://w1.weather.gov/xml/current_obs/display.php?stid=KBQP,LA
"Baton Rouge, Baton Rouge Metropolitan, Ryan Field (KBTR)",KBTR,http://w1.weather.gov/xml/current_obs/display.php?stid=KBTR,LA
"Bogalusa, George R Carr Memorial Air Field (KBXA)",KBXA,http://w1.weather.gov/xml/current_obs/display.php?stid=KBXA,LA
Boothville (KBVE),KBVE,http://w1.weather.gov/xml/current_obs/display.php?stid=KBVE,LA
Cameron (KCVW),KCVW,http://w1.weather.gov/xml/current_obs/display.php?stid=KCVW,LA
Chenault Airpark (KCWF),KCWF,http://w1.weather.gov/xml/current_obs/display.php?stid=KCWF,LA
De Quincy Industrial Airpark (K5R8),K5R8,http://w1.weather.gov/xml/current_obs/display.php?stid=K5R8,LA
"De Ridder, Beauregard Parish Airport (KDRI)",KDRI,http://w1.weather.gov/xml/current_obs/display.php?stid=KDRI,LA
E CAMERON278 OIL PLATFORM (KEHC),KEHC,http://w1.weather.gov/xml/current_obs/display.php?stid=KEHC,LA
Eugene Island (KEIR),KEIR,http://w1.weather.gov/xml/current_obs/display.php?stid=KEIR,LA
"Fort Polk, Polk AAF Ft Polk (KPOE)",KPOE,http://w1.weather.gov/xml/current_obs/display.php?stid=KPOE,LA
Ft. Polk - Fullerton Landing Strip (KBKB),KBKB,http://w1.weather.gov/xml/current_obs/display.php?stid=KBKB,LA
Ft. Polk - Peason Ridge (KAQV),KAQV,http://w1.weather.gov/xml/current_obs/display.php?stid=KAQV,LA
"Galliano, South Lafourche Airport (KGAO)",KGAO,http://w1.weather.gov/xml/current_obs/display.php?stid=KGAO,LA
Green Canyon 338 Front Runner (KGRY),KGRY,http://w1.weather.gov/xml/current_obs/display.php?stid=KGRY,LA
Green Canyon 787 Atlantis (KATP),KATP,http://w1.weather.gov/xml/current_obs/display.php?stid=KATP,LA
"Hammond, Hammond Municipal Airport (KHDC)",KHDC,http://w1.weather.gov/xml/current_obs/display.php?stid=KHDC,LA
High Island 179A (Apache Corp) (KXIH),KXIH,http://w1.weather.gov/xml/current_obs/display.php?stid=KXIH,LA
Houma-Terrebonne Airport (KHUM),KHUM,http://w1.weather.gov/xml/current_obs/display.php?stid=KHUM,LA
Jennings Airport (K3R7),K3R7,http://w1.weather.gov/xml/current_obs/display.php?stid=K3R7,LA
"Lafayette, Lafayette Regional Airport (KLFT)",KLFT,http://w1.weather.gov/xml/current_obs/display.php?stid=KLFT,LA
Lake Charles Regional Airport (KLCH),KLCH,http://w1.weather.gov/xml/current_obs/display.php?stid=KLCH,LA
Louisiana Regional Airport (KREG),KREG,http://w1.weather.gov/xml/current_obs/display.php?stid=KREG,LA
MAGNOLIA OIL PLATFORM (KGBK),KGBK,http://w1.weather.gov/xml/current_obs/display.php?stid=KGBK,LA
Main Pass 140B (Apache Corp) (KMIS),KMIS,http://w1.weather.gov/xml/current_obs/display.php?stid=KMIS,LA
Main Pass 289C (Apache Corp) (KVKY),KVKY,http://w1.weather.gov/xml/current_obs/display.php?stid=KVKY,LA
Mansfield - C E Rusty Williams Airport (K3F3),K3F3,http://w1.weather.gov/xml/current_obs/display.php?stid=K3F3,LA
Minden Airport (KMNE),KMNE,http://w1.weather.gov/xml/current_obs/display.php?stid=KMNE,LA
MISS CANYON OIL PLATFORM (KMDJ),KMDJ,http://w1.weather.gov/xml/current_obs/display.php?stid=KMDJ,LA
Monroe Regional Airport (KMLU),KMLU,http://w1.weather.gov/xml/current_obs/display.php?stid=KMLU,LA
"Natchitoches, Natchitoches Regional Airport (KIER)",KIER,http://w1.weather.gov/xml/current_obs/display.php?stid=KIER,LA
New Orleans Naval Air Station - Alvin Callender Field (KNBG),KNBG,http://w1.weather.gov/xml/current_obs/display.php?stid=KNBG,LA
"New Orleans, New Orleans International Airport (KMSY)",KMSY,http://w1.weather.gov/xml/current_obs/display.php?stid=KMSY,LA
"New Orleans, New Orleans Lakefront Airport (KNEW)",KNEW,http://w1.weather.gov/xml/current_obs/display.php?stid=KNEW,LA
New Roads False River Regional Airport (KHZR),KHZR,http://w1.weather.gov/xml/current_obs/display.php?stid=KHZR,LA
"Oakdale, Allen Parish Airport (KACP)",KACP,http://w1.weather.gov/xml/current_obs/display.php?stid=KACP,LA
Opelousas St Landry Parish Airport (KOPL),KOPL,http://w1.weather.gov/xml/current_obs/display.php?stid=KOPL,LA
Patterson Memorial (KPTN),KPTN,http://w1.weather.gov/xml/current_obs/display.php?stid=KPTN,LA
Port Fourchon (KXPY),KXPY,http://w1.weather.gov/xml/current_obs/display.php?stid=KXPY,LA
Port of South Louisiana Executive Regional Airport (KAPS),KAPS,http://w1.weather.gov/xml/current_obs/display.php?stid=KAPS,LA
"Ruston, Ruston Regional Airport (KRSN)",KRSN,http://w1.weather.gov/xml/current_obs/display.php?stid=KRSN,LA
S MARSH268 OIL PLATFORM (KSCF),KSCF,http://w1.weather.gov/xml/current_obs/display.php?stid=KSCF,LA
Salt Point (KP92),KP92,http://w1.weather.gov/xml/current_obs/display.php?stid=KP92,LA
SHIP SHOAL OIL PLATFORM (KSPR),KSPR,http://w1.weather.gov/xml/current_obs/display.php?stid=KSPR,LA
"Shreveport, Shreveport Downtown Airport (KDTN)",KDTN,http://w1.weather.gov/xml/current_obs/display.php?stid=KDTN,LA
"Shreveport, Shreveport Regional Airport (KSHV)",KSHV,http://w1.weather.gov/xml/current_obs/display.php?stid=KSHV,LA
"Slidell, Slidell Airport (KASD)",KASD,http://w1.weather.gov/xml/current_obs/display.php?stid=KASD,LA
Southland Field (KUXL),KUXL,http://w1.weather.gov/xml/current_obs/display.php?stid=KUXL,LA
Vermilion 331 (Energy Resource Technology) (KVQT),KVQT,http://w1.weather.gov/xml/current_obs/display.php?stid=KVQT,LA
"Vicksburg, Vicksburg / Tallulah Regional Airport (KTVR)",KTVR,http://w1.weather.gov/xml/current_obs/display.php?stid=KTVR,LA
Vidalia Concordia Parish (K0R4),K0R4,http://w1.weather.gov/xml/current_obs/display.php?stid=K0R4,LA
VK 786/Petronius (Chevron) (KVOA),KVOA,http://w1.weather.gov/xml/current_obs/display.php?stid=KVOA,LA
"Bedford, Hanscom Field (KBED)",KBED,http://w1.weather.gov/xml/current_obs/display.php?stid=KBED,MA
"Beverly, Beverly Municipal Airport (KBVY)",KBVY,http://w1.weather.gov/xml/current_obs/display.php?stid=KBVY,MA
"Boston, Logan International Airport (KBOS)",KBOS,http://w1.weather.gov/xml/current_obs/display.php?stid=KBOS,MA
"Chatham, Chatham Municipal Airport (KCQX)",KCQX,http://w1.weather.gov/xml/current_obs/display.php?stid=KCQX,MA
Chicopee Falls / Westover Air Force Base (KCEF),KCEF,http://w1.weather.gov/xml/current_obs/display.php?stid=KCEF,MA
East Milton (KMQE),KMQE,http://w1.weather.gov/xml/current_obs/display.php?stid=KMQE,MA
"Fitchburg, Fitchburg Municipal Airport (KFIT)",KFIT,http://w1.weather.gov/xml/current_obs/display.php?stid=KFIT,MA
"Hyannis, Barnstable Municipal-Boardman Airport (KHYA)",KHYA,http://w1.weather.gov/xml/current_obs/display.php?stid=KHYA,MA
Lawrence Municipal Airport (KLWM),KLWM,http://w1.weather.gov/xml/current_obs/display.php?stid=KLWM,MA
Marshfield Airport (KGHG),KGHG,http://w1.weather.gov/xml/current_obs/display.php?stid=KGHG,MA
Marthas Vineyard Airport (KMVY),KMVY,http://w1.weather.gov/xml/current_obs/display.php?stid=KMVY,MA
"Nantucket, Nantucket Memorial Airport (KACK)",KACK,http://w1.weather.gov/xml/current_obs/display.php?stid=KACK,MA
"New Bedford, New Bedford Regional Airport (KEWB)",KEWB,http://w1.weather.gov/xml/current_obs/display.php?stid=KEWB,MA
North Adams Harriman-and-West Airport (KAQW),KAQW,http://w1.weather.gov/xml/current_obs/display.php?stid=KAQW,MA
"Norwood, Norwood Memorial Airport (KOWD)",KOWD,http://w1.weather.gov/xml/current_obs/display.php?stid=KOWD,MA
Orange Municipal Airport (KORE),KORE,http://w1.weather.gov/xml/current_obs/display.php?stid=KORE,MA
Otis Air National Guard Base (KFMH),KFMH,http://w1.weather.gov/xml/current_obs/display.php?stid=KFMH,MA
Pittsfield Municipal Airport (KPSF),KPSF,http://w1.weather.gov/xml/current_obs/display.php?stid=KPSF,MA
"Plymouth, Plymouth Municipal Airport (KPYM)",KPYM,http://w1.weather.gov/xml/current_obs/display.php?stid=KPYM,MA
Provincetown Municipal Airport (KPVC),KPVC,http://w1.weather.gov/xml/current_obs/display.php?stid=KPVC,MA
"Taunton, Taunton Municipal Airport (KTAN)",KTAN,http://w1.weather.gov/xml/current_obs/display.php?stid=KTAN,MA
"Westfield, Barnes Municipal Airport (KBAF)",KBAF,http://w1.weather.gov/xml/current_obs/display.php?stid=KBAF,MA
"Worcester, Worcester Regional Airport (KORH)",KORH,http://w1.weather.gov/xml/current_obs/display.php?stid=KORH,MA
"Annapolis, United States Naval Academy (KNAK)",KNAK,http://w1.weather.gov/xml/current_obs/display.php?stid=KNAK,MD
Baltimore / Martin (KMTN),KMTN,http://w1.weather.gov/xml/current_obs/display.php?stid=KMTN,MD
"Baltimore, Baltimore-Washington International Airport (KBWI)",KBWI,http://w1.weather.gov/xml/current_obs/display.php?stid=KBWI,MD
"Baltimore, Inner Harbor (KDMH)",KDMH,http://w1.weather.gov/xml/current_obs/display.php?stid=KDMH,MD
Bay Bridge Field (KW29),KW29,http://w1.weather.gov/xml/current_obs/display.php?stid=KW29,MD
Cambridge-Dorchester Airport (KCGE),KCGE,http://w1.weather.gov/xml/current_obs/display.php?stid=KCGE,MD
Camp David (KRSP),KRSP,http://w1.weather.gov/xml/current_obs/display.php?stid=KRSP,MD
Camp Springs / Andrews Air Force Base (KADW),KADW,http://w1.weather.gov/xml/current_obs/display.php?stid=KADW,MD
Carroll County Regional Jack B Poage Field (KDMW),KDMW,http://w1.weather.gov/xml/current_obs/display.php?stid=KDMW,MD
College Park Airport (KCGS),KCGS,http://w1.weather.gov/xml/current_obs/display.php?stid=KCGS,MD
Easton / Newman Field (KESN),KESN,http://w1.weather.gov/xml/current_obs/display.php?stid=KESN,MD
Fort Meade / Tipton (KFME),KFME,http://w1.weather.gov/xml/current_obs/display.php?stid=KFME,MD
Frederick Municipal Airport (KFDK),KFDK,http://w1.weather.gov/xml/current_obs/display.php?stid=KFDK,MD
Gaithersburg - Montgomery County Airport (KGAI),KGAI,http://w1.weather.gov/xml/current_obs/display.php?stid=KGAI,MD
Garrett County Airport (K2G4),K2G4,http://w1.weather.gov/xml/current_obs/display.php?stid=K2G4,MD
"Hagerstown, Washington County Regional Airport (KHGR)",KHGR,http://w1.weather.gov/xml/current_obs/display.php?stid=KHGR,MD
"Ocean City, Ocean City Municipal Airport (KOXB)",KOXB,http://w1.weather.gov/xml/current_obs/display.php?stid=KOXB,MD
"Patuxent River, Naval Air Station (KNHK)",KNHK,http://w1.weather.gov/xml/current_obs/display.php?stid=KNHK,MD
Phillips Army Air Field / Aberdeen (KAPG),KAPG,http://w1.weather.gov/xml/current_obs/display.php?stid=KAPG,MD
"Salisbury, Salisbury-Ocean City Wicomico County Regional Airport (KSBY)",KSBY,http://w1.weather.gov/xml/current_obs/display.php?stid=KSBY,MD
St Marys County Airport (K2W6),K2W6,http://w1.weather.gov/xml/current_obs/display.php?stid=K2W6,MD
"St. Inigoes, Webster Field, Naval Electronic Systems Engineering Activity (KNUI)",KNUI,http://w1.weather.gov/xml/current_obs/display.php?stid=KNUI,MD
Auburn-Lewiston (KLEW),KLEW,http://w1.weather.gov/xml/current_obs/display.php?stid=KLEW,ME
"Augusta, Augusta State Airport (KAUG)",KAUG,http://w1.weather.gov/xml/current_obs/display.php?stid=KAUG,ME
"Bangor, Bangor International Airport (KBGR)",KBGR,http://w1.weather.gov/xml/current_obs/display.php?stid=KBGR,ME
"Bar Harbor, Hancock County-Bar Harbor Airport (KBHB)",KBHB,http://w1.weather.gov/xml/current_obs/display.php?stid=KBHB,ME
"Caribou, Caribou Municipal Airport (KCAR)",KCAR,http://w1.weather.gov/xml/current_obs/display.php?stid=KCAR,ME
Clayton Lake (K40B),K40B,http://w1.weather.gov/xml/current_obs/display.php?stid=K40B,ME
"Frenchville, Northern Aroostook Regional Airport (KFVE)",KFVE,http://w1.weather.gov/xml/current_obs/display.php?stid=KFVE,ME
"Fryeburg, Eastern Slopes Regional Airport (KIZG)",KIZG,http://w1.weather.gov/xml/current_obs/display.php?stid=KIZG,ME
Greenville (KGNR),KGNR,http://w1.weather.gov/xml/current_obs/display.php?stid=KGNR,ME
"Houlton, Houlton International Airport (KHUL)",KHUL,http://w1.weather.gov/xml/current_obs/display.php?stid=KHUL,ME
"Millinocket, Millinocket Municipal Airport (KMLT)",KMLT,http://w1.weather.gov/xml/current_obs/display.php?stid=KMLT,ME
"Portland, Portland International Jetport (KPWM)",KPWM,http://w1.weather.gov/xml/current_obs/display.php?stid=KPWM,ME
Presque Isle (KPQI),KPQI,http://w1.weather.gov/xml/current_obs/display.php?stid=KPQI,ME
Rangeley - Steven A Bean Municipal Airport (K8B0),K8B0,http://w1.weather.gov/xml/current_obs/display.php?stid=K8B0,ME
"Rockland, Knox County Regional Airport (KRKD)",KRKD,http://w1.weather.gov/xml/current_obs/display.php?stid=KRKD,ME
"Sanford, Sanford Regional Airport (KSFM)",KSFM,http://w1.weather.gov/xml/current_obs/display.php?stid=KSFM,ME
"Waterville, Waterville Robert LaFleur Airport (KWVL)",KWVL,http://w1.weather.gov/xml/current_obs/display.php?stid=KWVL,ME
Wiscasset Airport (KIWI),KIWI,http://w1.weather.gov/xml/current_obs/display.php?stid=KIWI,ME
"Adrian, Lenawee County Airport (KADG)",KADG,http://w1.weather.gov/xml/current_obs/display.php?stid=KADG,MI
"Alma, Gratiot Community Airport (KAMN)",KAMN,http://w1.weather.gov/xml/current_obs/display.php?stid=KAMN,MI
"Alpena, Alpena County Regional Airport (KAPN)",KAPN,http://w1.weather.gov/xml/current_obs/display.php?stid=KAPN,MI
"Ann Arbor, Ann Arbor Municipal Airport (KARB)",KARB,http://w1.weather.gov/xml/current_obs/display.php?stid=KARB,MI
"Beaver Island, Beaver Island Airport (KSJX)",KSJX,http://w1.weather.gov/xml/current_obs/display.php?stid=KSJX,MI
"Bellaire, Antrim County Airport (KACB)",KACB,http://w1.weather.gov/xml/current_obs/display.php?stid=KACB,MI
"Big Rapids, Roben-Hood Airport (KRQB)",KRQB,http://w1.weather.gov/xml/current_obs/display.php?stid=KRQB,MI
Branch County Memorial Airport (KOEB),KOEB,http://w1.weather.gov/xml/current_obs/display.php?stid=KOEB,MI
Brooks Field Airport (KRMY),KRMY,http://w1.weather.gov/xml/current_obs/display.php?stid=KRMY,MI
Capital Region International Airport (KLAN),KLAN,http://w1.weather.gov/xml/current_obs/display.php?stid=KLAN,MI
"Caro, Tuscola Area Airport (KCFS)",KCFS,http://w1.weather.gov/xml/current_obs/display.php?stid=KCFS,MI
"Charlevoix, Charlevoix Municipal Airport (KCVX)",KCVX,http://w1.weather.gov/xml/current_obs/display.php?stid=KCVX,MI
"Charlotte, Fitch H Beach Airport (KFPK)",KFPK,http://w1.weather.gov/xml/current_obs/display.php?stid=KFPK,MI
"Cheboygan, Cheboygan County Airport (KSLH)",KSLH,http://w1.weather.gov/xml/current_obs/display.php?stid=KSLH,MI
Cherry Capital Airport (KTVC),KTVC,http://w1.weather.gov/xml/current_obs/display.php?stid=KTVC,MI
Coleman A Young Municipal Airport (KDET),KDET,http://w1.weather.gov/xml/current_obs/display.php?stid=KDET,MI
Copper Harbor (KP59),KP59,http://w1.weather.gov/xml/current_obs/display.php?stid=KP59,MI
"Detroit, Detroit Metropolitan Wayne County Airport (KDTW)",KDTW,http://w1.weather.gov/xml/current_obs/display.php?stid=KDTW,MI
"Detroit, Willow Run Airport (KYIP)",KYIP,http://w1.weather.gov/xml/current_obs/display.php?stid=KYIP,MI
"Detroit/Grosse Ile, Grosse Ile Airport (KONZ)",KONZ,http://w1.weather.gov/xml/current_obs/display.php?stid=KONZ,MI
